User,Retweet Degree,Reply Degree,Retweet Community,Reply Community,Multi Retweet In Degree,Multi Retweet Out Degree,Multi Retweet Degree,Multi Reply In Degree,Multi Reply Out Degree,Multi Reply Degree
2408,162,36,0,1,549,349,898,242,209,451
2973,162,25,0,1,24,652,676,71,130,201
3701,162,13,1,2,496,0,496,18,0,18
449,161,156,2,1,296,717,1013,327,395,722
681,161,122,2,1,2436,570,3006,653,90,743
1320,161,55,0,1,397,621,1018,142,144,286
1935,161,24,2,1,57,534,591,53,3,56
2841,161,10,0,1,503,1,504,20,2,22
3176,161,53,0,0,456,141,597,1831,1627,3458
3525,161,33,0,0,11,418,429,13,71,84
249,160,105,0,0,232,166,398,565,662,1227
275,160,171,1,0,229,50,279,371,40,411
504,160,39,0,1,263,633,896,129,53,182
805,160,421,1,2,129,121,250,69,1412,1481
947,160,60,0,0,208,124,332,134,75,209
1898,160,191,2,1,1113,2,1115,1222,302,1524
2103,160,20,0,1,604,393,997,37,18,55
2643,160,96,2,1,563,224,787,761,563,1324
4014,160,145,2,1,299,578,877,517,530,1047
478,159,251,1,2,597,373,970,211,577,788
1198,159,37,0,1,207,470,677,66,75,141
1735,159,15,0,0,542,283,825,132,119,251
1999,159,62,2,1,228,353,581,137,12,149
2245,159,127,0,0,217,297,514,375,776,1151
3136,159,9,0,1,789,6,795,12,0,12
3303,159,16,0,0,50,514,564,16,31,47
602,158,346,1,1,4,262,266,78,1564,1642
702,158,125,2,1,302,562,864,248,483,731
1110,158,48,0,1,2077,891,2968,123,107,230
1219,158,184,0,0,214,81,295,492,873,1365
1365,158,203,2,1,155,590,745,199,849,1048
2472,158,38,0,0,273,452,725,124,160,284
2539,158,15,0,1,383,10,393,90,9,99
2612,158,67,2,1,86,405,491,70,89,159
83,157,52,0,0,22,327,349,108,180,288
285,157,40,0,0,27,367,394,127,185,312
625,157,168,0,0,228,49,277,1224,738,1962
672,157,250,1,0,188,69,257,1581,456,2037
825,157,75,0,0,249,228,477,61,141,202
1289,157,16,0,1,201,117,318,229,211,440
2279,157,104,1,1,201,0,201,196,0,196
3051,157,62,0,1,81,424,505,101,134,235
3144,157,51,0,0,133,308,441,274,289,563
549,156,13,0,1,351,1083,1434,49,52,101
1117,156,228,0,0,179,149,328,913,605,1518
1745,156,238,2,1,21,464,485,60,938,998
2314,156,156,2,1,184,451,635,410,461,871
2809,156,70,0,1,190,215,405,228,119,347
2987,156,96,0,0,207,217,424,450,630,1080
3031,156,5,0,0,17,540,557,31,32,63
3297,156,213,2,1,260,284,544,250,753,1003
3388,156,108,0,0,340,109,449,951,839,1790
3489,156,81,0,0,102,236,338,194,300,494
3594,156,53,0,0,83,863,946,18,87,105
3612,156,12,0,1,4,461,465,13,26,39
459,155,28,0,0,2436,0,2436,174,0,174
1229,155,19,0,0,74,870,944,22,36,58
1792,155,100,0,0,48,344,392,222,701,923
2396,155,54,2,1,311,504,815,86,72,158
2414,155,95,2,1,606,195,801,213,194,407
2512,155,36,0,0,68,438,506,104,185,289
2646,155,416,1,2,89,152,241,78,1436,1514
2700,155,29,0,0,41,374,415,31,59,90
3301,155,36,0,0,1156,892,2048,66,73,139
3848,155,17,0,0,439,63,502,69,50,119
3882,155,43,0,1,933,263,1196,167,127,294
493,154,209,2,1,406,191,597,422,632,1054
1789,154,7,0,0,142,1086,1228,10,8,18
2001,154,77,2,1,87,529,616,126,203,329
2107,154,96,1,1,1,275,276,10,347,357
2518,154,10,0,1,420,3,423,14,3,17
3966,154,70,0,1,317,444,761,248,197,445
191,153,21,0,0,64,437,501,22,85,107
1249,153,100,0,0,175,346,521,580,759,1339
1747,153,258,0,0,296,7,303,472,678,1150
1748,153,107,2,1,206,299,505,279,245,524
3247,153,87,2,1,137,917,1054,50,173,223
3780,153,159,2,1,140,442,582,401,541,942
3894,153,56,0,0,47,416,463,33,115,148
182,152,106,2,1,891,376,1267,741,164,905
383,152,12,0,0,41,426,467,14,11,25
439,152,66,0,1,237,329,566,341,358,699
454,152,72,1,0,2,491,493,10,137,147
1055,152,24,0,0,276,91,367,34,15,49
1093,152,78,0,0,518,200,718,214,350,564
2051,152,97,2,1,874,225,1099,354,75,429
2446,152,223,2,1,95,429,524,106,601,707
3018,152,28,0,0,100,797,897,52,52,104
3088,152,16,0,1,71,290,361,54,56,110
3154,152,47,0,1,457,386,843,189,130,319
3245,152,203,0,0,5,377,382,232,770,1002
3624,152,145,2,1,98,581,679,225,743,968
1112,151,135,0,0,127,245,372,437,494,931
1391,151,106,2,1,1029,782,1811,167,146,313
1613,151,24,0,0,40,443,483,31,79,110
2553,151,30,0,1,63,466,529,82,128,210
2922,151,36,1,2,374,92,466,57,2,59
3908,151,20,0,0,70,344,414,18,43,61
596,150,233,2,1,67,374,441,137,653,790
718,150,8,0,1,256,0,256,9,0,9
1125,150,44,0,1,430,27,457,157,84,241
1694,150,48,2,1,135,335,470,90,1,91
1916,150,20,0,0,25,635,660,3,38,41
1988,150,60,2,1,218,909,1127,104,164,268
2059,150,45,2,1,481,593,1074,358,312,670
2124,150,99,0,0,129,380,509,139,638,777
833,149,64,0,0,54,225,279,125,182,307
1625,149,71,0,1,733,920,1653,129,188,317
1766,149,127,0,0,219,45,264,425,468,893
1835,149,75,0,0,45,212,257,158,210,368
3071,149,132,2,1,29,639,668,99,721,820
3113,149,152,1,2,762,0,762,585,0,585
3270,149,20,0,1,331,58,389,118,90,208
3342,149,117,0,0,38,320,358,166,434,600
161,148,54,0,0,138,326,464,170,217,387
394,148,332,1,0,21,226,247,108,1283,1391
1194,148,151,0,0,191,495,686,109,458,567
1514,148,29,0,0,261,36,297,714,703,1417
1615,148,136,1,0,361,0,361,256,0,256
1759,148,20,0,0,795,1203,1998,32,30,62
2023,148,50,0,0,1260,754,2014,152,109,261
2866,148,74,2,1,448,71,519,249,29,278
3361,148,46,0,1,125,377,502,227,316,543
3638,148,148,0,0,278,15,293,211,175,386
3997,148,38,0,1,325,462,787,120,154,274
765,147,20,0,0,1,203,204,14,33,47
1098,147,36,0,0,40,524,564,24,79,103
1325,147,96,2,1,1589,910,2499,676,158,834
1430,147,35,0,1,131,1058,1189,213,273,486
2541,147,95,2,1,364,685,1049,337,202,539
3093,147,96,0,0,149,193,342,759,700,1459
3308,147,141,1,1,30,218,248,166,492,658
3604,147,22,0,1,223,910,1133,48,73,121
3629,147,66,0,0,381,0,381,159,0,159
3793,147,52,0,0,108,468,576,38,85,123
500,146,54,0,0,207,306,513,82,118,200
839,146,137,2,2,801,312,1113,203,7,210
1991,146,59,0,1,287,15,302,346,249,595
2330,146,17,0,0,26,351,377,11,31,42
130,145,22,0,1,63,345,408,204,203,407
200,145,40,1,0,318,16,334,58,80,138
1490,145,41,0,1,229,24,253,90,58,148
1587,145,55,1,0,178,445,623,63,54,117
2676,145,76,0,0,139,324,463,234,434,668
2889,145,99,0,1,119,721,840,134,429,563
3956,145,25,0,1,124,363,487,33,7,40
519,144,9,0,1,324,0,324,9,0,9
542,144,15,0,1,118,426,544,241,242,483
909,144,37,0,0,555,163,718,72,4,76
1008,144,64,0,1,249,378,627,288,349,637
1169,144,52,2,1,348,177,525,212,152,364
2091,144,12,0,0,8,433,441,1,11,12
2285,144,254,1,1,57,234,291,46,1011,1057
2411,144,5,0,1,754,1252,2006,38,33,71
3003,144,83,0,1,185,154,339,324,407,731
3012,144,86,2,1,1097,1269,2366,274,454,728
3041,144,19,0,1,414,1228,1642,82,95,177
3132,144,104,1,2,250,44,294,147,31,178
433,143,158,2,1,201,355,556,326,349,675
458,143,20,2,1,39,2033,2072,9,29,38
614,143,113,1,2,520,0,520,328,0,328
1875,143,20,0,0,85,731,816,18,40,58
2066,143,62,0,1,362,82,444,231,238,469
2538,143,33,2,1,23,1398,1421,36,65,101
2823,143,84,1,2,204,308,512,162,212,374
3021,143,92,2,1,300,390,690,175,282,457
3182,143,65,0,1,168,100,268,300,154,454
3913,143,249,0,0,258,10,268,1657,447,2104
666,142,189,1,0,26,224,250,517,947,1464
1416,142,65,0,0,373,312,685,277,225,502
1656,142,50,0,0,38,431,469,211,294,505
1867,142,91,0,0,258,294,552,44,151,195
1970,142,52,0,0,256,270,526,172,153,325
2290,142,24,0,0,151,412,563,97,91,188
2395,142,135,0,0,86,268,354,313,465,778
4063,142,345,1,2,128,111,239,212,841,1053
2055,141,27,0,0,147,369,516,148,201,349
2194,141,47,0,1,1151,550,1701,144,103,247
2687,141,16,0,0,0,338,338,0,24,24
3170,141,61,0,1,253,171,424,173,93,266
3194,141,37,0,0,235,0,235,78,0,78
73,140,59,0,0,214,18,232,146,108,254
902,140,73,0,1,259,0,259,142,0,142
1009,140,96,0,0,81,220,301,549,563,1112
1011,140,100,0,1,77,254,331,738,902,1640
1191,140,59,0,0,161,535,696,203,364,567
1376,140,341,1,2,171,7,178,577,619,1196
1485,140,12,0,1,61,486,547,165,174,339
1530,140,230,2,1,190,159,349,221,775,996
1892,140,4,0,1,1,687,688,3,10,13
1977,140,13,0,0,125,372,497,144,135,279
2489,140,22,0,0,7,250,257,184,222,406
2784,140,100,0,0,142,163,305,232,123,355
3172,140,27,0,1,225,329,554,135,110,245
3348,140,26,0,0,86,727,813,36,70,106
3833,140,206,2,1,86,505,591,82,395,477
4069,140,38,0,0,139,548,687,77,73,150
801,139,6,0,0,31,513,544,12,16,28
1259,139,49,0,1,122,164,286,235,300,535
1699,139,301,1,2,183,84,267,790,1167,1957
1705,139,19,0,1,444,35,479,22,3,25
1951,139,79,2,1,261,267,528,76,138,214
3196,139,204,1,0,14,250,264,99,623,722
491,138,59,0,1,283,91,374,999,885,1884
1920,138,336,2,1,249,230,479,159,1466,1625
2105,138,40,0,0,21,310,331,35,120,155
2289,138,46,0,1,110,150,260,164,316,480
2439,138,72,2,1,157,306,463,444,266,710
2560,138,48,0,1,287,84,371,43,29,72
3559,138,78,0,1,137,200,337,480,324,804
4056,138,33,0,1,188,243,431,80,48,128
619,137,69,0,1,187,357,544,625,558,1183
2102,137,134,2,1,149,636,785,196,326,522
2741,137,224,2,1,245,284,529,764,331,1095
3137,137,268,2,1,38,337,375,68,1077,1145
3349,137,83,1,0,156,114,270,331,404,735
3385,137,59,0,1,346,411,757,297,331,628
4028,137,224,2,1,424,6,430,398,1,399
331,136,98,2,1,247,517,764,278,115,393
745,136,48,0,0,586,16,602,66,84,150
962,136,45,0,0,197,204,401,334,396,730
1360,136,23,0,0,55,212,267,8,23,31
1806,136,88,0,0,158,275,433,44,148,192
2304,136,52,0,1,171,261,432,153,206,359
2438,136,99,2,1,47,629,676,89,348,437
2469,136,85,2,1,270,1383,1653,165,369,534
1936,135,37,0,1,117,254,371,130,49,179
2603,135,44,0,0,149,608,757,290,94,384
2732,135,82,0,1,222,69,291,212,41,253
2974,135,42,0,1,96,462,558,271,330,601
669,134,78,0,1,414,153,567,861,886,1747
725,134,102,2,1,326,793,1119,302,426,728
740,134,33,0,0,133,69,202,124,159,283
904,134,56,0,0,3,437,440,23,123,146
1551,134,76,1,0,105,163,268,81,215,296
1937,134,14,0,1,99,552,651,85,100,185
2561,134,34,0,1,231,662,893,93,130,223
2783,134,14,2,1,7,1377,1384,12,76,88
3073,134,32,0,0,325,182,507,88,17,105
3564,134,15,0,0,6,366,372,5,40,45
3782,134,145,0,0,6,259,265,30,293,323
3917,134,285,1,2,8,293,301,58,1030,1088
64,133,47,1,2,170,0,170,55,0,55
1159,133,98,1,0,208,0,208,178,0,178
1327,133,123,2,1,240,4,244,523,191,714
1750,133,26,0,0,949,594,1543,344,289,633
1869,133,7,0,0,3,404,407,2,10,12
2457,133,41,2,1,1936,1384,3320,93,33,126
2683,133,150,2,1,145,395,540,178,426,604
3185,133,45,0,1,808,973,1781,175,81,256
3280,133,60,1,2,198,0,198,82,0,82
3357,133,72,0,1,239,81,320,598,476,1074
3370,133,85,0,0,165,401,566,106,315,421
3936,133,17,0,1,153,119,272,740,739,1479
224,132,123,1,2,92,144,236,50,191,241
316,132,81,2,1,270,508,778,399,667,1066
341,132,191,2,1,733,254,987,410,240,650
479,132,182,2,0,822,47,869,1495,333,1828
1392,132,4,0,2,150,207,357,56,54,110
1862,132,57,0,1,196,153,349,164,172,336
2738,132,93,0,1,12,502,514,113,391,504
3276,132,34,0,1,280,0,280,47,0,47
3416,132,407,1,2,57,154,211,50,1105,1155
3661,132,341,1,2,47,166,213,117,960,1077
656,131,19,0,0,72,481,553,20,24,44
1195,131,87,2,1,665,748,1413,156,131,287
1227,131,99,1,0,127,308,435,125,55,180
1256,131,46,0,0,143,396,539,274,346,620
1505,131,171,2,1,689,1953,2642,390,71,461
1604,131,296,2,1,68,298,366,80,893,973
3055,131,47,2,1,141,1176,1317,39,106,145
3652,131,24,0,0,11,314,325,31,70,101
3837,131,70,1,0,185,0,185,243,0,243
3851,131,271,1,0,11,172,183,40,1696,1736
1405,130,32,0,1,158,41,199,142,113,255
1775,130,62,0,0,14,322,336,35,139,174
1872,130,37,0,0,251,53,304,61,96,157
3189,130,9,0,0,354,144,498,80,68,148
3584,130,78,1,2,187,0,187,117,0,117
99,129,17,0,0,724,1589,2313,5,16,21
1477,129,142,0,0,267,160,427,397,213,610
1548,129,19,0,0,664,1648,2312,16,28,44
1571,129,17,2,1,10,528,538,87,67,154
1597,129,62,2,1,115,478,593,173,222,395
1909,129,57,0,0,151,474,625,29,92,121
2564,129,29,0,1,34,561,595,30,86,116
3010,129,5,0,0,57,384,441,1,4,5
3140,129,26,0,0,255,1264,1519,41,17,58
3402,129,101,0,1,361,304,665,580,632,1212
3571,129,49,0,1,515,769,1284,75,191,266
3949,129,60,0,0,40,390,430,300,511,811
45,128,64,0,0,14,249,263,6,95,101
52,128,16,0,0,527,290,817,38,33,71
358,128,58,2,1,610,287,897,181,61,242
422,128,134,2,1,56,341,397,109,272,381
1311,128,29,0,1,605,414,1019,50,55,105
1474,128,31,2,1,12,474,486,57,66,123
2357,128,205,1,0,27,286,313,308,878,1186
2462,128,25,0,1,644,477,1121,151,160,311
2808,128,30,0,0,284,344,628,51,75,126
3274,128,25,0,0,238,192,430,55,66,121
3293,128,70,2,1,193,574,767,110,172,282
3356,128,168,2,1,6,427,433,41,881,922
3972,128,10,0,1,211,241,452,194,201,395
205,127,10,0,0,986,277,1263,20,10,30
438,127,245,2,1,394,427,821,366,1012,1378
1201,127,47,0,0,173,191,364,90,94,184
1706,127,48,0,1,734,536,1270,288,207,495
2129,127,176,2,1,318,681,999,313,401,714
2647,127,83,0,0,191,940,1131,52,170,222
2724,127,27,0,1,305,16,321,249,220,469
2729,127,29,0,0,9,362,371,12,51,63
3415,127,30,0,0,185,406,591,24,59,83
3669,127,103,2,1,241,345,586,183,240,423
3814,127,110,0,1,334,147,481,349,440,789
3843,127,23,0,0,332,371,703,17,35,52
3977,127,24,0,1,700,613,1313,62,29,91
726,126,119,0,0,182,58,240,732,668,1400
1298,126,194,0,0,82,103,185,363,647,1010
2097,126,59,2,1,309,337,646,584,630,1214
2167,126,35,0,1,65,500,565,16,52,68
3799,126,73,2,2,105,752,857,64,293,357
3859,126,19,0,0,79,672,751,85,114,199
3996,126,43,0,1,400,0,400,110,0,110
1054,125,378,1,0,37,170,207,47,1801,1848
1321,125,40,0,0,88,296,384,43,67,110
1361,125,15,0,0,42,270,312,3,15,18
1487,125,171,2,0,348,609,957,370,436,806
1670,125,7,0,1,194,560,754,174,176,350
1901,125,81,0,0,169,213,382,211,395,606
1929,125,113,0,0,3,352,355,11,188,199
2074,125,31,2,1,114,277,391,46,10,56
2104,125,57,0,1,37,317,354,223,266,489
2437,125,100,1,2,22,350,372,43,266,309
3197,125,43,2,0,54,403,457,224,182,406
3305,125,463,1,0,56,121,177,56,1817,1873
3596,125,35,1,0,36,162,198,168,199,367
330,124,132,2,1,530,0,530,781,0,781
1341,124,86,0,0,242,333,575,447,449,896
1824,124,35,0,0,47,230,277,342,381,723
1954,124,36,0,0,58,479,537,33,95,128
1985,124,30,2,1,62,248,310,33,19,52
2399,124,136,0,1,196,130,326,594,691,1285
2972,124,54,2,1,1,527,528,15,97,112
3130,124,94,2,1,440,7,447,194,23,217
3512,124,56,0,0,19,432,451,133,315,448
3521,124,5,0,1,236,245,481,383,379,762
3765,124,365,0,0,39,158,197,196,1266,1462
3969,124,8,0,0,43,394,437,17,18,35
973,123,33,0,1,241,0,241,47,0,47
1450,123,9,0,1,220,124,344,424,417,841
2830,123,17,0,1,117,271,388,24,35,59
3091,123,80,0,1,303,115,418,631,824,1455
3224,123,43,0,1,203,0,203,112,51,163
3641,123,10,0,1,292,198,490,110,116,226
65,122,288,2,1,506,81,587,521,908,1429
940,122,49,1,0,200,0,200,84,0,84
1091,122,18,0,0,10,321,331,21,25,46
1563,122,317,2,1,84,243,327,124,767,891
1634,122,71,1,1,290,108,398,64,1099,1163
1663,122,100,0,0,195,155,350,532,660,1192
2638,122,20,0,1,278,209,487,96,16,112
2887,122,375,1,2,78,112,190,245,1392,1637
3649,122,71,0,0,202,0,202,155,0,155
2434,121,45,0,1,41,498,539,30,134,164
2615,121,55,0,0,88,164,252,446,298,744
790,120,61,2,1,331,71,402,183,144,327
2155,120,20,0,0,517,433,950,376,368,744
2617,120,59,2,1,420,0,420,135,0,135
2626,120,68,0,1,412,415,827,1167,1233,2400
2856,120,11,0,1,12,464,476,6,19,25
2878,120,75,1,0,11,182,193,11,131,142
3023,120,17,0,0,9,281,290,252,292,544
3404,120,49,0,1,263,150,413,349,347,696
654,119,52,2,1,306,209,515,116,35,151
963,119,10,0,0,294,0,294,15,0,15
1541,119,34,0,1,749,622,1371,628,642,1270
1995,119,84,2,1,332,212,544,310,124,434
2796,119,20,0,1,181,16,197,212,186,398
3114,119,19,0,0,51,324,375,75,108,183
3148,119,52,0,1,208,249,457,643,577,1220
3989,119,20,0,0,721,94,815,156,127,283
140,118,131,2,1,295,166,461,329,427,756
390,118,2,0,2,299,0,299,2,0,2
1069,118,265,1,0,185,15,200,515,37,552
1123,118,45,0,1,233,44,277,416,387,803
1434,118,52,2,1,131,180,311,467,441,908
1598,118,44,0,0,117,291,408,311,257,568
2256,118,66,0,1,242,18,260,375,313,688
2421,118,88,2,1,30,302,332,58,297,355
2601,118,12,0,1,406,28,434,140,129,269
3562,118,21,0,1,72,360,432,154,190,344
4060,118,115,0,0,79,183,262,473,538,1011
850,117,140,0,0,60,224,284,246,616,862
869,117,56,0,2,861,299,1160,212,145,357
1318,117,178,0,0,27,278,305,51,591,642
1678,117,143,1,0,69,133,202,653,588,1241
2629,117,244,2,1,246,289,535,562,244,806
3259,117,235,0,0,7,186,193,66,666,732
3352,117,39,2,1,424,6,430,66,2,68
3871,117,156,2,1,327,223,550,273,293,566
3934,117,56,0,0,16,334,350,9,129,138
4059,117,18,0,1,37,362,399,101,97,198
412,116,131,0,0,208,55,263,614,353,967
523,116,125,2,1,593,44,637,901,340,1241
803,116,101,1,1,132,33,165,31,326,357
1197,116,66,0,0,170,102,272,44,78,122
1519,116,7,0,1,85,460,545,153,153,306
1578,116,16,0,0,473,52,525,138,119,257
1733,116,51,0,0,31,339,370,18,177,195
2158,116,17,0,0,131,197,328,52,38,90
2845,116,40,0,1,88,301,389,124,157,281
2908,116,12,0,1,101,94,195,25,13,38
3742,116,2,2,1,5,576,581,2,4,6
488,115,97,2,1,548,31,579,1835,1797,3632
851,115,56,0,0,75,198,273,49,80,129
1003,115,38,0,1,354,376,730,56,276,332
1283,115,23,0,0,371,497,868,143,126,269
1586,115,49,0,0,163,106,269,130,76,206
1602,115,20,0,0,80,974,1054,34,13,47
2424,115,126,2,1,641,453,1094,445,59,504
2486,115,16,0,0,219,332,551,93,94,187
2516,115,54,0,0,129,205,334,218,246,464
2669,115,59,0,1,216,352,568,455,669,1124
3150,115,88,2,1,450,304,754,344,177,521
3334,115,94,0,1,80,266,346,275,446,721
3633,115,163,1,2,217,148,365,1137,1198,2335
3860,115,30,0,0,4,363,367,21,67,88
1539,114,231,2,1,128,111,239,173,532,705
1832,114,26,0,1,272,68,340,205,179,384
1940,114,19,0,1,151,322,473,51,123,174
2274,114,98,2,1,486,0,486,356,0,356
2313,114,12,0,1,622,339,961,36,24,60
2831,114,54,2,1,91,698,789,116,312,428
3169,114,6,0,1,57,484,541,59,68,127
3248,114,32,0,0,10,319,329,89,144,233
3435,114,36,0,0,197,235,432,292,299,591
3438,114,11,0,1,45,277,322,10,16,26
3482,114,61,1,0,60,157,217,16,72,88
4029,114,33,0,0,109,387,496,72,145,217
650,113,125,2,1,169,190,359,650,278,928
1001,113,27,0,0,6,519,525,2,43,45
1377,113,39,0,1,205,199,404,279,287,566
2317,113,65,2,1,392,238,630,106,232,338
3441,113,68,0,1,721,375,1096,348,251,599
189,112,137,2,1,707,11,718,242,197,439
342,112,54,1,2,339,8,347,158,1,159
777,112,22,0,0,708,728,1436,340,328,668
1707,112,261,2,1,380,148,528,736,1150,1886
2221,112,18,0,1,294,721,1015,58,80,138
2745,112,157,0,0,16,144,160,160,624,784
2851,112,37,0,1,250,121,371,100,26,126
3712,112,42,0,0,8,163,171,245,312,557
1448,111,46,2,1,468,184,652,90,47,137
2225,111,8,0,1,45,306,351,20,15,35
2498,111,15,0,1,282,51,333,30,6,36
2597,111,68,0,1,228,260,488,931,734,1665
2651,111,15,2,1,446,756,1202,29,5,34
3607,111,197,1,1,9,172,181,122,522,644
3626,111,155,1,2,5,154,159,52,360,412
3827,111,25,0,1,100,283,383,165,199,364
616,110,51,2,1,185,68,253,132,30,162
1306,110,129,2,1,503,220,723,162,435,597
1826,110,6,0,2,18,342,360,36,38,74
1833,110,70,2,1,95,297,392,108,120,228
1874,110,64,0,0,67,226,293,74,191,265
2239,110,36,0,1,295,105,400,223,207,430
2567,110,27,0,0,2,226,228,12,65,77
3026,110,39,0,1,270,88,358,279,311,590
3064,110,71,0,1,127,426,553,747,950,1697
3264,110,269,1,0,4,227,231,79,732,811
3326,110,4,0,0,69,411,480,29,33,62
3698,110,25,0,1,243,58,301,766,701,1467
4006,110,63,2,1,482,425,907,475,553,1028
86,109,51,0,0,21,246,267,37,348,385
773,109,213,2,1,15,647,662,11,1298,1309
944,109,62,0,0,202,42,244,688,649,1337
1221,109,45,0,1,17,228,245,235,529,764
1644,109,39,0,1,203,237,440,237,251,488
1753,109,32,0,1,21,264,285,59,110,169
1773,109,199,2,1,19,228,247,48,1367,1415
1919,109,23,0,0,85,198,283,39,60,99
2018,109,150,1,0,135,0,135,435,154,589
2257,109,62,0,0,42,338,380,62,162,224
3734,109,45,0,1,285,217,502,238,230,468
3751,109,15,0,0,50,228,278,85,107,192
2,108,36,0,0,63,103,166,37,76,113
1396,108,33,0,0,2,165,167,1,40,41
1687,108,73,0,0,193,0,193,137,0,137
2061,108,59,0,1,73,337,410,41,46,87
2375,108,315,1,2,15,120,135,231,979,1210
2393,108,40,0,0,90,362,452,397,389,786
2483,108,49,0,1,103,70,173,70,123,193
2506,108,53,0,1,325,313,638,461,435,896
2639,108,56,2,1,314,107,421,232,247,479
2815,108,43,0,1,7,528,535,228,304,532
3008,108,26,2,1,214,184,398,45,17,62
3173,108,6,0,0,62,394,456,12,17,29
3234,108,38,0,1,224,550,774,178,447,625
381,107,139,0,0,276,166,442,572,708,1280
470,107,25,2,1,111,345,456,35,28,63
886,107,64,2,1,372,0,372,95,0,95
948,107,186,1,0,51,147,198,345,852,1197
1224,107,20,0,1,146,199,345,43,96,139
1288,107,130,0,0,86,115,201,190,455,645
1784,107,19,0,1,166,171,337,390,390,780
2599,107,63,0,1,66,544,610,216,319,535
2654,107,6,0,1,230,335,565,12,12,24
2997,107,8,0,1,181,81,262,21,19,40
3043,107,176,2,1,309,590,899,438,1157,1595
3395,107,32,0,1,292,57,349,98,46,144
3587,107,81,0,0,93,118,211,538,703,1241
3740,107,32,0,0,57,289,346,187,265,452
3845,107,10,0,0,179,599,778,11,17,28
4043,107,45,2,1,18,333,351,94,202,296
230,106,106,2,1,630,657,1287,210,89,299
806,106,10,0,1,17,316,333,25,34,59
890,106,54,2,1,35,638,673,123,231,354
1100,106,12,0,0,17,200,217,14,25,39
1203,106,143,1,2,82,72,154,401,550,951
1211,106,76,0,0,173,134,307,251,434,685
1570,106,81,0,1,93,172,265,349,474,823
2036,106,25,0,1,249,0,249,33,0,33
2338,106,63,0,0,178,337,515,209,353,562
2441,106,23,0,0,49,298,347,25,48,73
2742,106,67,0,1,270,62,332,823,821,1644
2913,106,10,1,0,136,311,447,78,73,151
3448,106,22,1,2,1785,1657,3442,27,0,27
3815,106,17,0,0,99,333,432,80,66,146
4050,106,10,0,0,10,215,225,78,87,165
147,105,96,0,0,117,313,430,76,330,406
584,105,30,0,0,116,708,824,17,56,73
626,105,36,1,0,208,0,208,55,0,55
1047,105,27,0,0,60,237,297,50,67,117
1202,105,24,0,0,246,395,641,73,83,156
1837,105,253,2,1,410,510,920,86,909,995
2017,105,103,1,0,15,155,170,92,101,193
2635,105,13,0,0,55,395,450,2,15,17
2640,105,11,0,1,490,605,1095,18,2,20
2746,105,1,0,1,0,222,222,151,152,303
3275,105,109,2,1,307,163,470,310,272,582
3684,105,324,2,1,103,209,312,222,1005,1227
3852,105,24,0,0,91,323,414,45,70,115
447,104,15,0,1,0,350,350,65,75,140
1359,104,63,0,0,21,131,152,211,334,545
1599,104,9,0,0,6,178,184,42,50,92
1734,104,35,1,0,128,0,128,47,0,47
1978,104,58,2,1,671,390,1061,105,123,228
2394,104,60,0,1,145,6,151,136,263,399
2423,104,80,2,1,155,523,678,98,374,472
2461,104,17,0,1,4,342,346,17,38,55
3298,104,39,2,1,152,251,403,159,110,269
3842,104,21,0,1,56,618,674,62,96,158
105,103,41,1,0,150,0,150,50,0,50
611,103,122,0,0,5,200,205,49,302,351
900,103,104,2,1,619,442,1061,623,519,1142
2278,103,252,2,1,110,101,211,190,623,813
2283,103,51,1,1,322,238,560,299,333,632
2614,103,11,0,0,4,269,273,1,13,14
2748,103,217,1,0,13,212,225,111,746,857
2824,103,13,0,1,197,6,203,36,19,55
3204,103,5,0,1,216,48,264,152,147,299
3380,103,1,0,0,12,167,179,14,15,29
3428,103,90,0,1,386,507,893,22,266,288
3702,103,50,0,1,128,36,164,117,56,173
897,102,145,0,0,150,43,193,698,407,1105
1501,102,67,0,0,69,132,201,56,162,218
1781,102,22,2,1,357,169,526,224,209,433
2139,102,20,2,1,409,918,1327,103,81,184
3289,102,23,0,0,42,569,611,32,79,111
3528,102,103,2,1,668,0,668,721,484,1205
3944,102,33,0,0,44,179,223,236,262,498
4011,102,25,0,1,112,233,345,278,267,545
903,101,37,0,1,612,111,723,418,375,793
1825,101,143,2,1,601,0,601,973,0,973
2467,101,8,2,1,74,343,417,6,4,10
2968,101,69,0,1,509,157,666,997,1100,2097
3421,101,3,0,1,107,138,245,11,10,21
410,100,109,2,1,349,1222,1571,166,0,166
567,100,15,0,0,103,1338,1441,87,94,181
628,100,41,0,1,196,33,229,172,196,368
682,100,88,2,2,156,2,158,170,2,172
715,100,131,0,1,426,102,528,565,132,697
1019,100,90,2,1,163,192,355,223,11,234
1397,100,91,0,0,112,79,191,175,395,570
1482,100,15,0,1,209,838,1047,115,85,200
1720,100,55,2,1,444,42,486,218,123,341
1907,100,10,0,0,857,614,1471,389,372,761
2229,100,38,0,0,269,253,522,77,101,178
2633,100,5,0,0,136,313,449,20,26,46
2777,100,42,0,1,335,0,335,163,0,163
2986,100,295,1,0,1,164,165,16,1117,1133
2993,100,165,0,0,81,483,564,274,751,1025
3784,100,144,2,1,36,276,312,93,702,795
3841,100,220,2,1,350,8,358,339,373,712
3885,100,33,1,2,146,0,146,79,0,79
3924,100,170,1,2,3,146,149,14,358,372
351,99,105,2,1,617,517,1134,636,357,993
593,99,42,0,1,230,104,334,373,311,684
