User,Retweet Degree,Reply Degree,Retweet Community,Reply Community,Multi Retweet In Degree,Multi Retweet Out Degree,Multi Retweet Degree,Multi Reply In Degree,Multi Reply Out Degree,Multi Reply Degree
2877,22,16,1,1,795,800,1595,7,14,21
2928,22,3,0,1,148,161,309,461,465,926
2949,22,34,0,1,114,70,184,521,552,1073
3094,22,47,0,1,36,60,96,227,396,623
3545,22,5,0,0,44,0,44,5,0,5
3553,22,5,2,1,45,80,125,3,9,12
3601,22,8,0,0,20,19,39,5,10,15
3609,22,3,0,1,32,0,32,4,0,4
3911,22,32,2,1,141,165,306,81,132,213
3952,22,7,0,1,17,7,24,53,47,100
1066,21,6,2,1,93,0,93,10,0,10
1280,21,5,0,1,11,25,36,179,186,365
1421,21,5,0,1,12,29,41,14,9,23
1535,21,30,2,1,55,0,55,60,0,60
1782,21,10,0,0,21,0,21,24,0,24
1927,21,144,2,1,28,12,40,135,466,601
2088,21,54,1,0,23,0,23,109,0,109
2336,21,50,2,0,40,89,129,74,4,78
2371,21,29,0,0,29,0,29,206,215,421
2500,21,80,2,1,11,83,94,28,438,466
2706,21,9,0,0,50,91,141,58,62,120
2872,21,42,0,0,41,19,60,197,81,278
2914,21,75,0,1,8,21,29,279,142,421
2983,21,5,0,1,25,0,25,5,3,8
3107,21,18,0,1,8,24,32,455,508,963
3278,21,14,0,1,5,42,47,5,38,43
3427,21,4,0,0,90,21,111,6,0,6
3484,21,19,0,0,8,21,29,42,57,99
3500,21,49,0,1,2,50,52,66,1001,1067
3788,21,2,0,0,64,96,160,3,2,5
3872,21,8,0,1,28,64,92,135,153,288
3886,21,29,2,1,21,10,31,78,10,88
3999,21,3,0,1,20,60,80,2,3,5
274,20,28,0,0,0,25,25,4,52,56
379,20,4,0,0,40,0,40,6,0,6
587,20,9,0,0,30,0,30,13,0,13
598,20,16,0,1,28,43,71,703,682,1385
926,20,35,2,1,48,0,48,53,0,53
981,20,1,0,1,21,0,21,1,0,1
1912,20,7,0,0,76,0,76,12,0,12
2523,20,60,0,0,1,29,30,18,213,231
3066,20,2,0,1,5,46,51,195,197,392
3195,20,2,0,1,23,9,32,41,39,80
3211,20,167,2,1,18,19,37,194,598,792
3222,20,4,0,1,52,0,52,5,0,5
3534,20,8,2,1,55,45,100,22,28,50
3724,20,4,0,1,17,15,32,14,7,21
3902,20,5,0,1,53,0,53,186,0,186
3965,20,11,0,0,66,77,143,110,118,228
4003,20,11,0,1,51,16,67,151,149,300
982,19,2,0,1,3,29,32,134,134,268
1073,19,14,2,1,510,1918,2428,30,38,68
1143,19,126,2,1,27,1,28,203,645,848
1637,19,102,2,0,29,5,34,312,133,445
2140,19,84,0,2,3,38,41,0,290,290
2150,19,96,2,1,0,74,74,11,766,777
2255,19,7,0,1,35,20,55,334,323,657
2329,19,25,0,1,16,14,30,341,356,697
2433,19,3,0,1,9,39,48,6,7,13
2499,19,2,2,1,4,146,150,506,508,1014
2544,19,6,0,0,1,19,20,115,124,239
2720,19,4,0,1,13,23,36,7,3,10
2807,19,2,0,0,10,91,101,425,428,853
2812,19,2,0,0,386,440,826,57,46,103
2818,19,3,0,0,314,369,683,21,17,38
2849,19,10,2,1,511,8,519,919,900,1819
2952,19,8,0,1,17,11,28,285,269,554
3180,19,4,2,1,120,0,120,4,0,4
3216,19,40,0,1,0,20,20,109,183,292
3310,19,3,0,1,19,12,31,85,84,169
3440,19,9,0,1,0,20,20,12,21,33
3763,19,4,2,1,29,51,80,8,3,11
4033,19,2,0,1,3,45,48,4,8,12
4046,19,6,0,1,29,0,29,7,0,7
517,18,9,0,1,21,35,56,15,25,40
1209,18,25,2,1,1,94,95,6,68,74
1235,18,16,0,0,8,14,22,16,46,62
1273,18,2,0,1,11,26,37,4,2,6
1871,18,52,0,0,1,22,23,68,180,248
2101,18,24,0,0,36,25,61,202,239,441
2175,18,94,0,1,3,30,33,88,506,594
2345,18,10,0,0,39,20,59,54,29,83
2358,18,5,0,0,155,0,155,6,0,6
2481,18,1,0,1,49,34,83,3,1,4
2951,18,1,0,1,4,30,34,77,78,155
3168,18,7,0,1,14,40,54,160,156,316
3229,18,5,2,1,30,87,117,3,2,5
3279,18,3,0,1,49,14,63,103,100,203
3363,18,7,0,0,22,26,48,41,52,93
3539,18,13,2,1,12,56,68,17,32,49
4030,18,13,0,1,22,31,53,160,145,305
156,17,188,2,1,12,21,33,90,1237,1327
901,17,1,0,1,4,13,17,65,66,131
1409,17,370,1,0,14,4,18,37,1690,1727
2151,17,15,0,0,76,65,141,106,124,230
2744,17,6,2,1,25,49,74,4,2,6
2948,17,42,2,1,30,13,43,16,370,386
2963,17,3,0,0,80,140,220,6,9,15
3048,17,11,0,1,22,17,39,422,388,810
3139,17,7,0,0,34,25,59,8,7,15
3199,17,1,0,1,17,17,34,5,6,11
3253,17,20,2,1,14,57,71,29,3,32
3906,17,369,1,0,27,0,27,52,1295,1347
3919,17,1,0,1,180,161,341,88,89,177
3920,17,11,0,2,5,22,27,18,62,80
3983,17,35,0,0,10,15,25,132,204,336
4001,17,2,0,0,34,14,48,2,2,4
4017,17,8,2,1,75,61,136,82,75,157
448,16,5,0,1,87,71,158,84,79,163
1166,16,2,0,1,5,31,36,62,61,123
1542,16,41,0,1,3,16,19,2,51,53
2171,16,10,0,0,22,0,22,27,0,27
2405,16,3,0,0,51,0,51,3,0,3
2910,16,6,2,1,2,49,51,21,8,29
3166,16,5,2,1,20,0,20,9,0,9
3225,16,1,0,1,29,40,69,2,1,3
3542,16,2,0,0,4,14,18,5,4,9
3588,16,45,2,1,0,48,48,10,281,291
3794,16,13,0,0,8,44,52,44,59,103
4008,16,2,0,1,1,24,25,430,433,863
286,15,332,1,0,11,5,16,73,1547,1620
299,15,4,0,0,3,30,33,10,15,25
766,15,8,0,0,5,12,17,36,54,90
1226,15,19,0,0,12,20,32,26,9,35
1532,15,17,0,1,8,22,30,216,234,450
1635,15,3,2,1,25,0,25,3,0,3
1668,15,25,1,2,1,21,22,0,31,31
1941,15,4,0,1,20,4,24,3,7,10
2068,15,5,0,1,36,39,75,489,499,988
2081,15,19,0,1,26,28,54,139,168,307
2320,15,1,0,0,25,0,25,1,0,1
2335,15,2,0,1,11,26,37,389,391,780
2455,15,10,2,2,5,21,26,20,25,45
2480,15,8,0,1,40,35,75,439,446,885
2816,15,3,0,1,9,14,23,4,7,11
3075,15,6,0,1,1,22,23,2,8,10
3163,15,8,0,1,42,22,64,121,93,214
3207,15,8,0,1,10,29,39,3,10,13
3331,15,3,0,1,9,57,66,6,3,9
3332,15,7,0,1,9,15,24,502,498,1000
3346,15,6,0,1,0,109,109,8,23,31
3511,15,1,0,0,0,25,25,0,1,1
3756,15,8,1,0,8,12,20,19,38,57
3838,15,6,0,0,27,46,73,6,8,14
3927,15,2,0,1,16,20,36,9,9,18
804,14,12,0,1,3,21,24,193,216,409
1381,14,10,0,1,23,4,27,356,379,735
1797,14,6,0,0,5,18,23,253,251,504
1815,14,13,2,1,0,31,31,61,1,62
1857,14,1,0,1,17,39,56,368,377,745
1994,14,1,0,0,18,6,24,1,0,1
2514,14,2,0,0,70,24,94,124,123,247
2531,14,9,0,0,1,14,15,6,16,22
2858,14,56,2,1,36,9,45,13,191,204
2899,14,32,2,1,9,27,36,105,426,531
3115,14,72,0,1,16,0,16,168,17,185
3209,14,1,0,1,171,629,800,44,47,91
3266,14,8,1,1,15,0,15,13,0,13
3443,14,3,0,0,3,31,34,3,9,12
3552,14,3,0,1,2,28,30,8,21,29
3775,14,37,1,0,6,13,19,9,86,95
3790,14,1,0,0,9,9,18,15,13,28
3836,14,174,0,0,1,15,16,117,653,770
3929,14,7,0,1,4,46,50,210,202,412
961,13,4,0,0,19,0,19,4,0,4
1438,13,2,0,1,9,17,26,210,214,424
1971,13,2,0,1,1,18,19,300,303,603
2143,13,28,0,1,288,304,592,338,361,699
2179,13,12,0,1,180,182,362,66,58,124
2263,13,6,0,1,6,20,26,67,62,129
2488,13,7,0,0,2,19,21,20,25,45
2562,13,7,2,1,19,3,22,19,19,38
2604,13,4,0,0,156,630,786,7,14,21
3431,13,1,0,0,5,38,43,3,4,7
3446,13,6,0,0,2,13,15,10,16,26
3618,13,3,0,0,4,21,25,13,12,25
3679,13,245,1,2,15,0,15,10,497,507
4002,13,289,2,1,15,6,21,65,921,986
33,12,7,1,1,2,12,14,10,21,31
481,12,45,0,2,6,6,12,4,59,63
629,12,1,0,1,1,33,34,5,6,11
677,12,4,0,1,29,78,107,146,336,482
1685,12,39,0,0,19,0,19,59,3,62
1746,12,172,1,0,11,1,12,19,510,529
1897,12,2,0,1,6,7,13,1,4,5
2737,12,9,2,1,39,1,40,65,76,141
2811,12,5,0,0,47,48,95,119,123,242
2905,12,2,0,1,0,16,16,22,26,48
2992,12,2,0,0,3,12,15,8,11,19
3032,12,12,0,0,11,12,23,57,68,125
3155,12,1,2,1,11,35,46,24,25,49
3157,12,32,1,1,5,15,20,6,49,55
3339,12,1,0,1,0,13,13,10,11,21
3396,12,3,0,1,27,6,33,3,2,5
3608,12,1,0,0,11,65,76,3,2,5
3877,12,4,0,1,12,24,36,282,286,568
3968,12,22,0,1,0,45,45,42,133,175
4024,12,4,0,1,10,63,73,132,136,268
100,11,13,2,1,0,11,11,7,29,36
407,11,4,0,1,6,5,11,220,226,446
868,11,8,4,1,13,8,21,101,95,196
1040,11,39,1,1,2,10,12,9,102,111
1255,11,19,0,0,10,7,17,21,56,77
1373,11,121,1,0,12,2,14,92,336,428
1461,11,2,0,0,12,11,23,45,46,91
1529,11,4,0,1,1,10,11,21,27,48
1839,11,14,2,1,32,0,32,16,39,55
2080,11,6,0,0,20,0,20,9,0,9
2661,11,9,0,0,8,21,29,3,15,18
2779,11,13,0,1,50,0,50,46,0,46
2854,11,5,0,0,14,0,14,5,0,5
3201,11,21,1,0,1,10,11,79,10,89
3374,11,16,0,1,13,17,30,293,272,565
3447,11,143,1,1,27,10,37,58,944,1002
3739,11,283,1,2,11,1,12,32,672,704
1088,10,5,0,0,4,7,11,0,17,17
1675,10,9,0,1,29,1,30,425,420,845
1895,10,23,1,0,10,0,10,25,0,25
2177,10,189,2,1,17,9,26,87,1084,1171
2182,10,1,0,1,0,16,16,3,4,7
2213,10,6,0,0,2,11,13,0,8,8
2246,10,14,2,0,1,13,14,10,36,46
2454,10,14,0,1,7,13,20,93,84,177
2752,10,59,0,1,15,0,15,151,301,452
2817,10,4,0,0,0,11,11,8,11,19
3260,10,6,0,1,9,7,16,643,648,1291
3536,10,14,0,1,10,8,18,25,3,28
3645,10,1,0,1,2,29,31,9,8,17
3753,10,4,0,1,9,5,14,85,23,108
3834,10,2,0,2,9,13,22,30,28,58
261,9,4,0,2,4,24,28,0,4,4
767,9,19,0,0,17,0,17,44,0,44
971,9,2,0,1,71,14,85,377,377,754
1493,9,11,0,0,6,3,9,12,18,30
1503,9,2,0,1,9,0,9,2,0,2
1510,9,176,2,1,26,2,28,56,1069,1125
1636,9,5,0,1,13,11,24,320,319,639
1950,9,15,2,1,47,45,92,303,288,591
2176,9,1,0,0,6,12,18,21,23,44
2212,9,12,2,1,1,13,14,3,23,26
2254,9,8,0,1,7,10,17,154,163,317
2267,9,4,0,1,9,0,9,127,130,257
2384,9,8,0,1,0,12,12,166,34,200
2529,9,13,0,1,48,58,106,60,81,141
2681,9,1,2,1,0,11,11,29,30,59
2722,9,8,1,1,13,4,17,12,0,12
2739,9,234,2,1,6,6,12,77,1458,1535
2764,9,41,2,1,17,31,48,23,132,155
2947,9,11,2,1,1,26,27,16,31,47
3109,9,11,0,0,19,0,19,310,340,650
3261,9,6,0,0,28,0,28,50,0,50
3375,9,4,0,0,10,17,27,12,18,30
3462,9,2,0,0,13,5,18,2,1,3
3933,9,2,0,1,11,22,33,28,26,54
4020,9,3,0,0,11,0,11,3,0,3
362,8,14,0,0,1,13,14,0,17,17
538,8,12,0,0,10,0,10,25,0,25
910,8,10,0,1,42,43,85,775,784,1559
976,8,2,0,0,13,0,13,2,0,2
990,8,6,0,1,1,8,9,4,12,16
1496,8,52,1,1,2,8,10,12,146,158
1568,8,24,0,0,3,6,9,14,58,72
1860,8,4,0,1,14,19,33,471,473,944
1945,8,1,0,0,18,4,22,2,1,3
2073,8,2,0,1,0,8,8,22,24,46
2099,8,1,0,1,14,14,28,687,688,1375
2157,8,11,0,1,20,17,37,71,92,163
2243,8,71,1,2,1,9,10,5,138,143
2258,8,4,0,1,0,9,9,15,19,34
2672,8,4,0,0,16,13,29,0,8,8
2959,8,3,0,0,1,13,14,5,8,13
3005,8,62,0,1,17,10,27,159,56,215
3262,8,3,0,0,3,12,15,4,7,11
3480,8,6,0,1,1,9,10,30,37,67
3736,8,20,1,1,18,0,18,20,58,78
3964,8,5,0,0,18,2,20,174,175,349
4010,8,5,0,1,19,13,32,107,106,213
4018,8,3,2,1,164,0,164,4,0,4
4061,8,4,2,1,3,18,21,5,9,14
4065,8,33,0,1,0,9,9,10,473,483
556,7,52,2,1,0,13,13,67,223,290
648,7,23,2,1,1,9,10,8,69,77
709,7,1,0,1,2,16,18,26,25,51
738,7,19,0,0,8,4,12,159,119,278
1601,7,8,1,2,10,0,10,9,16,25
1804,7,3,0,0,2,6,8,1,4,5
2008,7,15,0,1,10,10,20,364,373,737
2113,7,1,0,0,20,10,30,1,2,3
2147,7,360,0,0,2,6,8,37,1130,1167
2240,7,18,0,0,6,4,10,65,24,89
2386,7,6,0,0,11,20,31,9,28,37
2432,7,13,2,1,10,13,23,18,39,57
2728,7,22,2,1,11,34,45,127,180,307
2871,7,2,0,1,13,0,13,7,0,7
2971,7,85,2,1,7,13,20,76,472,548
3853,7,13,2,1,8,0,8,21,0,21
3901,7,8,0,1,520,502,1022,179,197,376
3925,7,394,1,2,6,1,7,37,2190,2227
3947,7,3,2,1,51,57,108,104,111,215
453,6,1,0,1,3,17,20,148,149,297
659,6,5,0,1,9,8,17,211,224,435
1156,6,7,2,1,12,0,12,11,0,11
1234,6,3,1,0,7,0,7,4,0,4
1380,6,2,1,1,7,0,7,8,0,8
1611,6,7,1,0,6,0,6,10,0,10
1716,6,44,1,2,14,0,14,50,0,50
1827,6,7,0,0,7,0,7,12,0,12
2184,6,2,0,0,12,1,13,16,19,35
2466,6,3,0,0,3,3,6,2,3,5
2707,6,6,0,1,3,7,10,170,176,346
2766,6,7,2,1,0,11,11,0,9,9
2844,6,1,0,1,0,11,11,0,1,1
2988,6,3,0,0,15,1,16,6,6,12
3193,6,2,0,1,12,7,19,9,10,19
3231,6,1,0,1,0,8,8,63,64,127
3474,6,53,2,1,91,91,182,642,779,1421
3634,6,10,2,1,7,0,7,21,0,21
3637,6,4,0,1,3,5,8,4,7,11
3786,6,1,0,0,8,0,8,1,0,1
3802,6,20,1,1,10,0,10,59,0,59
1120,5,1,0,0,3,4,7,209,212,421
1258,5,2,0,1,3,9,12,110,115,225
1499,5,1,0,1,7,15,22,4,5,9
2193,5,2,0,1,6,0,6,5,0,5
2272,5,8,2,1,5,0,5,8,0,8
2339,5,5,0,1,11,0,11,14,0,14
2911,5,5,0,1,11,0,11,11,0,11
3057,5,191,2,1,2,3,5,224,657,881
3300,5,2,0,0,3,6,9,6,12,18
3320,5,1,0,2,5,0,5,1,0,1
3752,5,6,0,1,5,23,28,399,409,808
3931,5,1,0,0,0,5,5,2,3,5
3942,5,4,0,1,6,13,19,73,69,142
3987,5,34,2,1,11,0,11,257,0,257
594,4,8,2,1,7,3,10,40,38,78
673,4,1,0,0,4,0,4,1,0,1
917,4,1,0,1,2,4,6,25,26,51
930,4,4,0,1,51,58,109,287,295,582
1243,4,4,0,1,52,53,105,22,18,40
1356,4,4,1,0,4,0,4,4,0,4
1726,4,45,2,1,0,7,7,107,210,317
2222,4,1,0,1,8,3,11,396,395,791
2268,4,14,1,1,2,2,4,20,0,20
2309,4,5,0,1,7,0,7,1231,1242,2473
2630,4,2,0,0,1,4,5,4,2,6
2715,4,2,0,1,3,4,7,13,12,25
2829,4,12,0,1,1,8,9,147,175,322
2966,4,8,2,1,4,0,4,85,87,172
2998,4,3,0,1,4,0,4,4,0,4
3119,4,1,0,1,8,0,8,52,51,103
3133,4,5,0,0,2,7,9,275,284,559
3548,4,31,2,1,1,3,4,22,117,139
3664,4,1,0,1,0,5,5,4,5,9
3960,4,2,1,2,9,4,13,8,6,14
4025,4,1,1,2,3,5,8,8,9,17
4054,4,4,0,1,20,22,42,235,228,463
425,3,1,0,1,2,3,5,1,0,1
608,3,7,0,1,0,4,4,16,28,44
700,3,24,2,1,6,0,6,17,69,86
974,3,1,0,1,4,2,6,85,86,171
1263,3,5,0,1,2,4,6,78,79,157
1408,3,13,1,1,2,1,3,1,18,19
1520,3,3,0,1,4,0,4,3,0,3
1544,3,1,0,1,29,26,55,936,937,1873
1966,3,11,0,0,5,3,8,114,120,234
2402,3,1,0,1,55,5,60,5,4,9
2412,3,3,0,0,4,0,4,4,0,4
2524,3,6,2,1,3,2,5,143,142,285
2702,3,1,0,0,5,0,5,18,19,37
2735,3,4,1,0,3,0,3,4,0,4
3033,3,2,0,1,0,5,5,15,15,30
3047,3,12,1,0,3,0,3,12,0,12
3090,3,1,0,0,0,3,3,0,1,1
3570,3,9,1,1,10,0,10,35,6,41
3589,3,21,2,1,13,0,13,19,82,101
3592,3,1,2,1,5,0,5,1,0,1
3622,3,1,0,1,0,3,3,0,1,1
3760,3,8,0,1,3,0,3,9,0,9
3864,3,2,0,1,0,3,3,40,41,81
456,2,6,0,0,0,2,2,3,9,12
894,2,2,0,1,0,2,2,1,3,4
985,2,1,0,1,1,1,2,1234,1233,2467
1401,2,3,1,0,2,0,2,6,0,6
1420,2,7,1,2,3,3,6,4,3,7
1607,2,7,1,2,4,2,6,11,21,32
1710,2,3,0,1,5,7,12,79,83,162
2130,2,9,1,1,6,4,10,87,177,264
2186,2,2,2,1,2,4,6,20,15,35
2208,2,4,0,1,8,5,13,219,251,470
2588,2,18,0,0,0,2,2,7,30,37
2847,2,25,0,0,0,2,2,4,50,54
2894,2,1,2,2,1,2,3,3,4,7
2895,2,1,0,1,1,3,4,22,23,45
3333,2,5,2,1,3,0,3,5,0,5
3476,2,26,3,0,0,8,8,8,104,112
3555,2,6,0,1,0,3,3,91,97,188
3581,2,3,0,1,1,1,2,19,24,43
3839,2,2,0,1,147,149,296,85,85,170
3923,2,4,2,1,3,3,6,6,1,7
4026,2,1,0,0,4,4,8,4,3,7
4036,2,42,1,1,1346,1347,2693,26,325,351
4049,2,4,1,0,2,0,2,4,0,4
590,1,1,0,0,2,0,2,1,0,1
699,1,1,2,1,1,0,1,2,0,2
986,1,1,0,1,40,74,114,5,6,11
1251,1,5,0,1,23,20,43,222,224,446
1293,1,1,0,1,1,0,1,3,4,7
1830,1,45,2,1,3,4,7,123,340,463
1846,1,8,1,0,1,0,1,1,51,52
1962,1,139,0,0,1,0,1,23,425,448
1997,1,1,0,1,9,0,9,7,0,7
2207,1,1,0,1,1,0,1,1,0,1
2334,1,1,0,1,1,0,1,1,0,1
2348,1,3,0,1,6,20,26,55,56,111
2443,1,276,2,1,0,1,1,106,1164,1270
2456,1,5,0,3,71,72,143,170,181,351
2536,1,4,2,1,0,1,1,8,18,26
2927,1,2,0,1,1,0,1,5,5,10
3019,1,4,0,1,1,0,1,1,5,6
3058,1,117,2,0,2,0,2,54,923,977
3167,1,5,0,3,44,45,89,107,96,203
3371,1,2,0,0,0,1,1,9,26,35
3387,1,1,2,1,1,0,1,13,0,13
3566,1,5,2,1,3,2,5,1,4,5
3888,1,1,0,0,4,5,9,28,29,57
3932,1,1,0,1,5,6,11,253,254,507
4047,1,2,2,1,3,3,6,11,6,17
4058,1,1,0,1,0,1,1,2,3,5
